NAME,AREA,DISTRCT,LAT,LONG,RIVER,DETAILS_URL,ALTITUDE,ALKALINITY,DEPTH
Castle Semple Loch,0.79,Clyde,55.79762,-4.60902,Black Cart Water,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100294,Lowland,Brackish,Shallow
Loch a  Phuill,0.87,Argyll,56.47047,-6.94373,Tiree Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100238,Lowland,Brackish,Deep
Balgray Reservoir,0.59,Clyde,55.78436,-4.37255,White Cart Water,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100299,Lowland,High alkalinity,Deep
Barcraigs Reservoir,0.68,Clyde,55.78119,-4.57309,Black Cart Water,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100298,Lowland,High alkalinity,Deep
Castle Loch (Lochmaben),0.75,Solway,55.11971,-3.43177,River Annan,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100322,Lowland,High alkalinity,Shallow
Gartmorn Dam,0.56,Forth,56.12791,-3.73972,Stirling Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100276,Lowland,High alkalinity,Deep
Gryfe Reservoirs,0.66,Clyde,55.90887,-4.75657,River Gryfe,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100285,Lowland,High alkalinity,Deep
Harperrig Reservoir,0.9,Forth,55.83398,-3.44515,Water of Leith,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100293,Mid-altitude,High alkalinity,Deep
Hillend Reservoir,1.31,Clyde,55.88717,-3.86176,River Clyde,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100287,Lowland,High alkalinity,Deep
Loch Assapol,0.54,Argyll,56.30687,-6.19817,Island of Mull Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100253,Lowland,High alkalinity,Deep
Loch Bhornais,0.5,West Highland,57.23686,-7.41797,South Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100165,Lowland,High alkalinity,Deep
Loch Chill Donnain Uarach,0.69,West Highland,57.22601,-7.4112,South Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100166,Lowland,High alkalinity,Deep
Loch Coulter Reservoir,0.73,Forth,56.05138,-3.98612,River Carron (Falkirk),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100279,Mid-altitude,High alkalinity,Deep
Loch Eye,1.6,North Highland,57.79223,-3.96716,Cromarty Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100107,Lowland,High alkalinity,Shallow
Loch Fad,0.9,Clyde,55.80925,-5.07155,Island of Bute Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100292,Lowland,High alkalinity,Deep
Loch Finlaggan,0.63,Argyll,55.83069,-6.17543,Islay Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100286,Lowland,High alkalinity,Deep
Loch Fitty,0.62,Forth,56.10698,-3.41528,River Leven (Fife),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100278,Lowland,High alkalinity,Shallow
Loch Frisa,4.38,Argyll,56.5636,-6.09146,Island of Mull Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100229,Lowland,High alkalinity,Deep
Loch Garbhaig,0.6,West Highland,57.68015,-5.35392,River Ewe,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100120,Mid-altitude,High alkalinity,Deep
Loch Garve,1.45,North Highland,57.59934,-4.66197,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100134,Lowland,High alkalinity,Deep
Loch Gelly,0.59,Forth,56.11838,-3.28658,River Leven (Fife),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100277,Lowland,High alkalinity,Shallow
Loch Gorm,2.71,Argyll,55.80511,-6.42142,Islay Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100288,Lowland,High alkalinity,Deep
Loch Heilen,0.78,North Highland,58.59637,-3.28383,Thurso Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100015,Lowland,High alkalinity,Shallow
Loch Hempriggs,0.88,North Highland,58.4075,-3.12652,Wick Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100034,Lowland,High alkalinity,Shallow
Loch Leven,13.71,Forth,56.19814,-3.37586,River Leven (Fife),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100269,Lowland,High alkalinity,Deep
Loch of Boardhouse,2.36,Orkney and Shetland,59.11337,-3.27893,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100007,Lowland,High alkalinity,Shallow
Loch of Harray,9.81,Orkney and Shetland,59.02715,-3.2335,Loch of Stenness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100008,Lowland,High alkalinity,Shallow
Loch of Hundland,1.01,Orkney and Shetland,59.11611,-3.2342,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100006,Lowland,High alkalinity,Shallow
Loch of Kirbister,1.01,Orkney and Shetland,58.95427,-3.09916,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100012,Lowland,High alkalinity,Shallow
Loch of Skaill,0.61,Orkney and Shetland,59.04322,-3.32321,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100009,Lowland,High alkalinity,Shallow
Loch of Spiggie,0.97,Orkney and Shetland,59.93438,-1.33648,Shetland Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100004,Lowland,High alkalinity,Deep
Loch of Swannay,2.33,Orkney and Shetland,59.13423,-3.20519,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100005,Lowland,High alkalinity,Shallow
Loch of Tankerness,0.64,Orkney and Shetland,58.9684,-2.84374,Orkney Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100011,Lowland,High alkalinity,Shallow
Loch of Toftingall,0.5,North Highland,58.45131,-3.38888,Wick River,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100027,Lowland,High alkalinity,Deep
Loch Olaidh Meadhanach / an Ear,0.69,West Highland,57.2573,-7.37627,South Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100162,Lowland,High alkalinity,Shallow
Loch Ore,0.85,Forth,56.146,-3.3464,River Leven (Fife),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100274,Lowland,High alkalinity,Deep
Loch Scarmclate,0.76,North Highland,58.51733,-3.39309,Wick River,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100020,Lowland,High alkalinity,Shallow
Loch Thom,1.47,Clyde,55.91217,-4.78848,Inverclyde Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100284,Lowland,High alkalinity,Deep
Loch Ussie,0.82,North Highland,57.57878,-4.50178,Cromarty Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100139,Lowland,High alkalinity,Shallow
Loch Watten,3.73,North Highland,58.48706,-3.32372,Wick River,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100022,Lowland,High alkalinity,Shallow
Milton Loch,0.58,Solway,55.02457,-3.81608,Stewartry Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100330,Lowland,High alkalinity,Shallow
Rescobie Loch,0.59,Tay,56.65457,-2.7912,Lunan Water,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100226,Lowland,High alkalinity,Deep
Roughrigg Reservoir,0.53,Clyde,55.85542,-3.9017,River Clyde,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100290,Mid-altitude,High alkalinity,Deep
St John s Loch,0.78,North Highland,58.63075,-3.33556,Thurso Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100014,Lowland,High alkalinity,Shallow
Strathclyde Loch,0.82,Clyde,55.7925,-4.03069,River Clyde,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100296,Lowland,High alkalinity,Deep
Thurstonfield Lough,0.0844,Solway,54.8963,-3.062,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30228429,,High alkalinity,Very Shallow
Blackwater Reservoir,10.91,Argyll,56.70455,-4.76754,River Leven (Lochaber),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100219,Mid-altitude,Low alkalinity,Deep
Blea Water,0.1666,Solway,54.4888,-2.8526,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30229146,,Low alkalinity,Shallow
Brothers Water,0.1895,Solway,54.5066,-2.9237,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30229116,,Low alkalinity,Shallow
Camps Reservoir,0.71,Clyde,55.48627,-3.56983,River Clyde,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100308,Mid-altitude,Low alkalinity,Deep
Clatteringshaws Loch,3.87,Solway,55.06608,-4.28409,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100325,Lowland,Low alkalinity,Deep
Daer Reservoir,1.97,Clyde,55.35334,-3.6169,River Clyde,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100313,Mid-altitude,Low alkalinity,Deep
Dunalastair Water,1.45,Tay,56.69928,-4.12927,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100222,Lowland,Low alkalinity,Deep
Earlstoun Loch,0.51,Solway,55.12288,-4.1778,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100321,Lowland,Low alkalinity,Deep
Fionn Loch Mor,0.52,North Highland,58.16837,-4.8329,River Cassley,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100068,Mid-altitude,Low alkalinity,Deep
Glen Doe Reservoir,1.408,North Highland,57.09608,-4.54399,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100640,Mid-altitude,Low alkalinity,Deep
Glen Finglas Reservoir,1.38,Forth,56.25288,-4.38379,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100262,Lowland,Low alkalinity,Deep
Gorm Loch Mor,0.73,North Highland,58.17734,-4.86072,River Cassley,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100066,Mid-altitude,Low alkalinity,Deep
Grisedale Tarn,0.1103,Solway,54.4994,-3.0074,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30229129,,Low alkalinity,Shallow
Hayeswater,0.1618,Solway,54.5017,-2.8795,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30229125,,Low alkalinity,Very Shallow
Locanan Lacasdail,0.56,West Highland,57.91668,-6.75708,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100094,Lowland,Low alkalinity,Deep
Loch a  Bhaid-luachraich,1.3,West Highland,57.81476,-5.55053,Torridon Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100102,Lowland,Low alkalinity,Deep
Loch a  Bhraoin,1.63,West Highland,57.72045,-5.12906,River Broom,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100112,Mid-altitude,Low alkalinity,Deep
Loch a  Chrathaich,0.76,North Highland,57.2524,-4.71289,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100173,Mid-altitude,Low alkalinity,Deep
Loch a  Chroisg,2.57,North Highland,57.57589,-5.14256,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100137,Lowland,Low alkalinity,Deep
Loch a  Ghriama,1.09,North Highland,58.19783,-4.73963,River Shin,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100058,Lowland,Low alkalinity,Deep
Loch Achall,1.3,West Highland,57.90813,-5.07946,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100097,Lowland,Low alkalinity,Deep
Loch Achonachie,0.73,North Highland,57.55606,-4.61285,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100142,Lowland,Low alkalinity,Deep
Loch Achray,0.72,Forth,56.22733,-4.39839,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100264,Lowland,Low alkalinity,Deep
Loch Affric,2.25,North Highland,57.25284,-5.05535,River Beauly,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100170,Mid-altitude,Low alkalinity,Deep
Loch Ailsh,1.05,North Highland,58.05508,-4.85655,River Oykel,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100086,Lowland,Low alkalinity,Shallow
Loch Alvie,0.58,North East Scotland,57.16324,-3.87529,River Spey,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100181,Mid-altitude,Low alkalinity,Deep
Loch an Doire Dhuibh,0.77,West Highland,58.04779,-5.1556,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100087,Lowland,Low alkalinity,Deep
Loch an Dubh-lochain,0.52,West Highland,57.04267,-5.59069,Sounds Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100191,Lowland,Low alkalinity,Deep
Loch an Eilein,0.56,North East Scotland,57.14688,-3.82417,River Spey,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100183,Mid-altitude,Low alkalinity,Deep
Loch an Fhir Mhaoil,0.54,West Highland,58.13249,-6.78851,Abhainn Ghriomarstaidh,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100060,Lowland,Low alkalinity,Deep
Loch an t-Seilich,1.13,North East Scotland,56.95166,-4.04451,River Spey,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100199,Mid-altitude,Low alkalinity,Deep
Loch Ard,2.14,Forth,56.18292,-4.47416,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100270,Lowland,Low alkalinity,Deep
Loch Arkaig,15.97,Argyll,56.96952,-5.15376,River Lochy,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100197,Lowland,Low alkalinity,Deep
Loch Avich,3.48,Argyll,56.27794,-5.33552,River Awe,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100259,Lowland,Low alkalinity,Deep
Loch Avon,0.56,North East Scotland,57.1025,-3.6281,River Spey,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100189,Mid-altitude,Low alkalinity,Deep
Loch Ba,2.49,Tay,56.61475,-4.7326,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100228,Mid-altitude,Low alkalinity,Shallow
Loch Bad an Sgalaig,1.32,West Highland,57.6755,-5.60914,Torridon Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100118,Lowland,Low alkalinity,Deep
Loch Beannacharain,1.02,North Highland,57.51827,-4.95408,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100146,Lowland,Low alkalinity,Deep
Loch Beannacharan,0.71,North Highland,57.40852,-4.82565,River Beauly,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100153,Lowland,Low alkalinity,Deep
Loch Beinn a  Mheadhoin,3.94,North Highland,57.2814,-4.92903,River Beauly,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100168,Mid-altitude,Low alkalinity,Deep
Loch Beinn Iosbhal,0.76,West Highland,58.06496,-6.93979,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100075,Lowland,Low alkalinity,Deep
Loch Benachally,0.67,Tay,56.63536,-3.5163,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100230,Mid-altitude,Low alkalinity,Deep
Loch Beoraid,1.58,West Highland,56.90642,-5.55303,River Morar,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100201,Lowland,Low alkalinity,Deep
Loch Bradan,2.15,Clyde,55.24518,-4.48059,Water of Girvan,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100316,Mid-altitude,Low alkalinity,Deep
Loch Brora (North Basin),1.01,North Highland,58.05761,-3.96709,River Brora,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100090,Lowland,Low alkalinity,Deep
Loch Brora (South Basin),0.67,North Highland,58.04513,-3.94561,River Brora,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100092,Lowland,Low alkalinity,Deep
Loch Bruicheach,0.94,North Highland,57.3921,-4.57713,River Beauly,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100158,Mid-altitude,Low alkalinity,Deep
Loch Buidhe,0.56,North Highland,57.95473,-4.26129,River Fleet,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100096,Lowland,Low alkalinity,Deep
Loch Calavie,0.65,North Highland,57.39827,-5.24672,River Beauly,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100154,Mid-altitude,Low alkalinity,Deep
Loch Choire,2.9,North Highland,58.22541,-4.33044,River Naver,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100051,Lowland,Low alkalinity,Deep
Loch Chon,1.06,Forth,56.21447,-4.54856,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100265,Lowland,Low alkalinity,Deep
Loch Clair,0.63,West Highland,57.56074,-5.3467,River Ewe,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100138,Lowland,Low alkalinity,Deep
Loch Cluanie,10.46,North Highland,57.14137,-5.10373,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100178,Mid-altitude,Low alkalinity,Deep
Loch Coruisk,0.86,West Highland,57.20705,-6.17034,Isle of Skye Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100174,Lowland,Low alkalinity,Deep
Loch Dee,1,Solway,55.0821,-4.39993,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100324,Mid-altitude,Low alkalinity,Deep
Loch Doilet,0.53,Argyll,56.74921,-5.58808,River Shiel,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100215,Lowland,Low alkalinity,Deep
Loch Doon,8.19,Clyde,55.25033,-4.36479,River Doon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100314,Mid-altitude,Low alkalinity,Deep
Loch Drunkie,0.58,Forth,56.20974,-4.35136,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100268,Lowland,Low alkalinity,Deep
Loch Dughaill,0.98,West Highland,57.47065,-5.34317,River Carron (Wester Ross),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100149,Lowland,Low alkalinity,Deep
Loch Dun na Cille,0.51,West Highland,57.14529,-7.38048,South Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100176,Lowland,Low alkalinity,Deep
Loch Eigheach,1.32,Tay,56.67972,-4.53249,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100224,Mid-altitude,Low alkalinity,Shallow
Loch Eilde Mor,0.95,Argyll,56.73408,-4.89196,River Leven (Lochaber),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100217,Mid-altitude,Low alkalinity,Deep
Loch Eilt,1.8,Argyll,56.88021,-5.5925,Ardnamurchan Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100206,Lowland,Low alkalinity,Deep
Loch Errochty,3.03,Tay,56.76078,-4.15255,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100216,Mid-altitude,Low alkalinity,Deep
Loch Fad a  Gobha,1.19,West Highland,58.11899,-6.6829,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100063,Lowland,Low alkalinity,Deep
Loch Fannich,10.8,North Highland,57.64555,-4.9994,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100124,Mid-altitude,Low alkalinity,Deep
Loch Fiag,1.47,North Highland,58.22518,-4.64448,River Shin,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100052,Lowland,Low alkalinity,Deep
Loch Finlas,0.77,Clyde,55.2547,-4.42585,River Doon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100315,Mid-altitude,Low alkalinity,Deep
Loch Garasdale,0.55,Argyll,55.70164,-5.5568,Kintyre Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100303,Lowland,Low alkalinity,Deep
Loch Garry,1.64,Tay,56.80376,-4.24511,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100349,Mid-altitude,Low alkalinity,Deep
Loch Ghuilbinn,0.59,Argyll,56.83446,-4.6012,River Lochy,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100212,Mid-altitude,Low alkalinity,Deep
Loch Glascarnoch,5.32,North Highland,57.71388,-4.83717,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100113,Mid-altitude,Low alkalinity,Deep
Loch Glass,4.82,North Highland,57.7202,-4.50217,River Glass,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100115,Mid-altitude,Low alkalinity,Deep
Loch Grannoch,1.11,Solway,55.00234,-4.28088,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100331,Mid-altitude,Low alkalinity,Deep
Loch Hope,6.38,North Highland,58.45518,-4.63573,River Hope,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100019,Lowland,Low alkalinity,Deep
Loch Huna,0.51,West Highland,57.57742,-7.33581,North Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100126,Lowland,Low alkalinity,Shallow
Loch Insh,1.31,North East Scotland,57.11605,-3.9327,River Spey,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100187,Mid-altitude,Low alkalinity,Deep
Loch Iubhair,0.61,Tay,56.4083,-4.55303,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100248,Lowland,Low alkalinity,Deep
Loch Katrine,13.26,Forth,56.25575,-4.51767,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100261,Lowland,Low alkalinity,Deep
Loch Ken/River Dee Marshes,6.98,Solway,54.99158,-4.01496,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100326,Lowland,Low alkalinity,Deep
Loch Killin,0.51,North Highland,57.16114,-4.43547,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100179,Mid-altitude,Low alkalinity,Deep
Loch Knockie,0.71,North Highland,57.18708,-4.55626,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100177,Mid-altitude,Low alkalinity,Deep
Loch Laggan,7.61,Argyll,56.94417,-4.48975,River Lochy,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100198,Mid-altitude,Low alkalinity,Deep
Loch Laidon,4.83,Tay,56.65504,-4.64176,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100223,Mid-altitude,Low alkalinity,Deep
Loch Lee,0.9,Tay,56.90388,-2.95022,River North Esk (Tayside),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100209,Mid-altitude,Low alkalinity,Deep
Loch Lomond (North),19.14,Clyde,56.11522,-4.62249,River Leven (Loch Lomond),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100339,Lowland,Low alkalinity,Deep
Loch Lomond (South),51.59,Clyde,56.11522,-4.62249,River Leven (Loch Lomond),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100257,Lowland,Low alkalinity,Deep
Loch Loyne,6.3,North Highland,57.10317,-5.01766,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100184,Mid-altitude,Low alkalinity,Deep
Loch Lubnaig,2.32,Forth,56.29132,-4.29178,River Forth,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100258,Lowland,Low alkalinity,Deep
Loch Luichart,6.28,North Highland,57.61953,-4.77868,River Conon,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100131,Lowland,Low alkalinity,Deep
Loch ma Stac,0.66,North Highland,57.25616,-4.75032,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100172,Mid-altitude,Low alkalinity,Deep
